<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
خشرق-ت,13830729,702.38,704,700,699.57,12674,66554898.00,9,698
خشرق-ت,13830802,699.70,712,700,705.99,57510,303517068.00,27,700
خشرق-ت,13830803,715.76,726,716,721.64,97170,524217660.00,33,706
خشرق-ت,13830804,729.13,729,722,722.85,36584,197757458.00,16,722
خشرق-ت,13830805,747.86,759,731,731.01,11870,66720140.00,10,723
خشرق-ت,13830806,731.68,732,724,730.34,61982,338381943.00,24,731
خشرق-ت,13830809,742.51,743,730,732.08,13520,74367567.00,9,730
خشرق-ت,13830810,729.13,736,729,732.48,22593,123773456.00,21,732
خشرق-ت,13830811,731.41,732,729,731.94,10274,56088508.00,11,732
خشرق-ت,13830812,726.19,732,726,731.81,796,4327268.00,3,732
خشرق-ت,13830917,775.96,776,756,775.82,384915,2232485145.00,91,732
خشرق-ت,13830921,814.49,814,814,814.49,1073542,6535723696.00,207,776
خشرق-ت,13830922,855.16,855,842,852.35,323376,2060373181.00,101,814
خشرق-ت,13830923,855.70,883,852,853.15,243932,1555648720.00,62,852
خشرق-ت,13830924,852.48,852,816,826.80,60364,373058567.00,51,853
خشرق-ت,13830925,826.53,827,803,813.69,76202,463484834.00,55,827
خشرق-ت,13830928,804.46,804,773,793.35,69046,409449856.00,42,814
خشرق-ت,13830929,776.09,787,775,781.71,148909,870188825.00,55,793
خشرق-ت,13830930,774.62,819,775,804.59,49263,296272840.00,29,782
خشرق-ت,13831001,816.23,818,811,816.23,88874,542297423.00,44,805
خشرق-ت,13831002,816.09,817,789,809.54,36502,220625826.00,33,816
خشرق-ت,13831005,809.54,816,801,804.32,45853,275668627.00,36,810
خشرق-ت,13831006,785.32,803,785,801.11,56186,336472236.00,41,804
خشرق-ت,13831007,800.44,801,783,790.94,67152,397040203.00,42,801
خشرق-ت,13831008,789.20,801,780,788.53,106959,630439310.00,51,791
خشرق-ت,13831009,782.65,803,780,788.00,75939,447339237.00,32,789
خشرق-ت,13831012,788.00,816,776,789.60,60975,359888837.00,33,788
خشرق-ت,13831013,789.60,790,785,788.94,28936,170629952.00,33,790
خشرق-ت,13831014,789.34,805,789,794.56,47316,281048285.00,41,789
خشرق-ت,13831015,802.18,816,796,804.86,267376,1595369338.00,40,795
خشرق-ت,13831016,804.05,809,789,796.83,53946,321333519.00,33,805
خشرق-ت,13831019,804.86,807,798,805.39,49829,299988823.00,28,797
خشرق-ت,13831020,805.26,805,801,804.59,30744,184887599.00,22,805
خشرق-ت,13831021,797.36,802,789,801.91,12362,73527150.00,17,805
خشرق-ت,13831022,795.36,795,769,790.27,23032,134436069.00,16,802
خشرق-ت,13831023,775.96,780,751,767.80,36749,210033810.00,29,790
خشرق-ت,13831026,749.20,763,736,763.38,6333,34971427.00,9,768
خشرق-ت,13831027,735.96,762,725,735.02,116152,638239704.00,36,763
خشرق-ت,13831028,722.44,747,722,726.99,42131,228958448.00,24,735
خشرق-ت,13831029,746.26,762,746,752.41,36473,206182158.00,24,727
خشرق-ت,13831030,755.89,790,756,788.94,117197,691118052.00,45,752
خشرق-ت,13831103,789.34,821,789,808.20,56134,339115406.00,37,789
خشرق-ت,13831104,808.07,821,807,812.62,77962,473617979.00,40,808
خشرق-ت,13831105,809.41,809,789,802.85,24599,146376615.00,27,813
خشرق-ت,13831106,802.45,803,783,801.11,11087,66010233.00,13,803
خشرق-ت,13831107,775.02,798,775,798.03,4893,28347521.00,5,801
خشرق-ت,13831111,769.27,792,758,791.88,7720,44146470.00,6,798
خشرق-ت,13831112,772.21,789,752,775.82,29674,170628500.00,27,792
خشرق-ت,13831113,745.99,772,746,771.54,6051,33766600.00,8,776
خشرق-ت,13831114,771.95,773,747,763.78,17905,100825399.00,11,772
خشرق-ت,13831117,761.51,762,761,761.78,50886,289771289.00,15,764
خشرق-ت,13831118,745.19,750,743,749.87,26926,149611038.00,16,762
خشرق-ت,13831119,735.96,785,731,738.77,42891,236850043.00,29,750
خشرق-ت,13831120,712.81,736,709,735.82,4713,25144050.00,7,739
خشرق-ت,13831121,735.69,736,716,730.61,63042,344298715.00,25,736
خشرق-ت,13831124,741.17,741,729,731.81,7160,39498425.00,9,731
خشرق-ت,13831125,722.71,723,709,722.98,18841,100314716.00,11,732
خشرق-ت,13831126,722.98,723,709,719.50,15908,84898686.00,13,723
خشرق-ت,13831127,719.50,720,706,716.69,12880,68430370.00,7,720
خشرق-ت,13831128,705.05,736,690,699.57,35904,187007927.00,19,717
خشرق-ت,13831203,699.57,700,700,699.57,29720,155405880.00,5,700
خشرق-ت,13831204,709.07,730,702,701.57,4194,22602520.00,3,700
خشرق-ت,13831205,722.44,736,706,705.72,6945,37757037.00,8,702
خشرق-ت,13831208,736.89,741,710,710.40,5933,32805854.00,6,706
خشرق-ت,13831209,745.86,746,730,730.47,23889,133180025.00,12,710
خشرق-ت,13831210,767.00,767,765,766.86,128172,734801924.00,65,730
خشرق-ت,13831211,775.96,777,763,767.40,41868,240214384.00,28,767
خشرق-ت,13831212,766.19,767,763,767.00,4972,28422883.00,9,767
خشرق-ت,13831215,762.18,762,736,753.62,22929,127274007.00,17,767
خشرق-ت,13831216,738.23,749,738,742.11,43468,241154605.00,20,754
خشرق-ت,13840122,735.82,736,696,735.69,47586,261689550.00,24,742
خشرق-ت,13840123,749.07,772,748,757.23,44272,250587678.00,26,736
خشرق-ت,13840124,765.66,767,763,765.12,98515,563408007.00,47,757
خشرق-ت,13840127,765.12,795,765,773.42,43996,254377936.00,32,765
خشرق-ت,13840128,777.16,777,767,774.89,48270,279593014.00,24,773
خشرق-ت,13840129,760.97,761,736,739.57,38784,213590292.00,24,775
خشرق-ت,13840130,735.82,736,703,720.71,34490,184778554.00,26,740
خشرق-ت,13840131,709.07,729,703,718.70,36163,194195461.00,16,721
خشرق-ت,13840203,719.10,722,719,719.23,10826,58366135.00,6,719
خشرق-ت,13840204,722.31,755,722,735.02,29800,165195846.00,17,719
خشرق-ت,13840205,735.69,736,735,735.15,16208,89137212.00,10,735
خشرق-ت,13840207,722.44,730,709,729.67,9456,50247410.00,9,735
خشرق-ت,13840210,720.30,726,709,725.79,10255,54731245.00,13,730
خشرق-ت,13840211,703.71,722,704,721.24,15338,81822408.00,13,726
خشرق-ت,13840212,711.74,715,697,715.09,13235,69441303.00,11,721
خشرق-ت,13840213,721.78,722,715,715.49,13468,72136915.00,13,715
خشرق-ت,13840214,709.07,720,680,704.52,21392,110996722.00,18,715
خشرق-ت,13840217,709.07,709,706,708.80,55904,296205286.00,20,705
خشرق-ت,13840218,709.07,709,700,704.65,71447,376333016.00,30,709
خشرق-ت,13840219,704.65,722,705,712.01,22204,119281119.00,12,705
خشرق-ت,13840220,715.62,716,706,711.21,7230,38258733.00,9,712
